target,gender_F,income_high,income_low,country_USA,country_India,country_UK,age,time_since_last_gift,time_since_first_gift,max_gift,min_gift,mean_gift,number_gift
0,0,0,0,0,1,0,36,738,738,79,79,79,1
0,1,0,0,0,1,0,65,1246,2717,146,105,121,3
0,0,0,0,0,0,1,40,419,2672,125,80,95,5
0,0,0,1,0,1,0,39,413,1757,119,100,108.6666667,3
0,1,0,0,0,1,0,26,1761,1761,100,100,100,1
0,1,0,0,0,1,0,72,890,1449,125,81,108,3
0,0,0,0,0,1,0,48,495,1613,98,56,84,4
0,1,0,1,1,0,0,60,1005,2737,123,66,92.28571429,7
0,1,0,0,1,0,0,70,1436,2546,135,76,103.4,5
0,1,0,1,0,1,0,55,740,2612,123,61,91.77777778,9
0,1,0,0,1,0,0,20,233,2480,97,30,73.44444444,9
0,0,0,1,0,0,1,64,281,2285,116,68,94.4,5
0,1,0,0,1,0,0,73,1227,2303,111,39,84.8,5
0,1,0,1,1,0,0,78,830,877,77,67,72,2
0,0,1,0,1,0,0,81,1457,1922,112,74,96.25,4
0,0,0,0,0,1,0,52,701,2151,112,65,86.75,4
0,1,0,1,0,1,0,64,1413,2719,103,77,94.83333333,6
0,0,0,1,0,0,1,27,303,303,79,79,79,1
0,1,0,0,0,1,0,39,535,1836,90,65,76,6
0,1,0,0,0,1,0,63,41,2734,124,65,106.7,10
0,0,0,0,0,1,0,53,752,752,65,65,65,1
0,1,0,0,0,1,0,59,985,987,107,59,83,2
0,0,1,0,1,0,0,54,598,598,124,124,124,1
0,0,0,0,0,1,0,35,703,2670,110,64,86.83333333,6
0,0,0,0,0,1,0,95,979,1792,100,56,86.83333333,6
0,0,0,0,0,1,0,77,813,2634,103,78,89.6,5
0,0,0,0,0,1,0,42,1403,1403,90,90,90,1
0,1,0,1,0,1,0,48,656,2621,143,91,112.4,5
0,0,0,0,0,0,1,48,565,565,130,130,130,1
0,0,0,1,0,0,1,60,840,2620,101,69,82.4,5
0,1,1,0,0,1,0,23,892,2687,128,66,87,7
0,1,1,0,0,1,0,69,1082,2641,96,88,92,2
0,1,1,0,1,0,0,69,770,906,101,85,93,2
0,0,1,0,0,1,0,91,152,152,101,101,101,1
0,0,0,1,0,1,0,82,404,2446,126,72,94.5,4
0,1,1,0,1,0,0,45,986,2558,132,80,106.2,5
0,1,0,0,0,0,1,60,322,2417,126,64,93,9
0,1,0,0,1,0,0,64,505,2403,104,68,86,2
0,0,1,0,1,0,0,39,766,2413,116,68,87.33333333,6
0,1,0,0,1,0,0,52,580,2201,119,68,92,6
0,1,0,0,0,1,0,96,672,2733,116,62,98.75,8
0,0,0,1,0,1,0,60,278,2659,99,81,87.33333333,3
0,0,0,1,1,0,0,40,1959,2761,111,77,99.77777778,9
0,1,0,0,1,0,0,28,135,135,99,99,99,1
0,0,1,0,0,1,0,56,1167,1167,95,95,95,1
0,0,0,0,1,0,0,44,686,940,130,99,114.5,2
0,1,1,0,0,1,0,51,512,512,102,102,102,1
0,0,0,1,0,0,1,60,1166,2694,138,60,103,5
0,0,0,0,1,0,0,40,576,2739,105,64,85.33333333,3
0,1,0,0,0,1,0,60,481,1578,132,126,129,2
0,0,0,0,0,1,0,51,835,2659,150,93,107.7,10
0,0,0,1,0,0,1,65,1218,2660,100,56,78.09090909,11
0,0,0,1,0,0,1,60,739,2527,128,58,93.5,6
0,1,0,1,0,1,0,50,908,2199,102,87,91.6,5
0,0,1,0,1,0,0,28,1481,1481,87,87,87,1
0,1,0,1,0,1,0,60,960,2725,125,59,85,5
1,0,1,0,0,1,0,60,658,2542,146,47,113.8333333,12
0,1,0,0,1,0,0,38,662,1879,94,57,75,4
0,0,0,0,0,1,0,51,564,2172,111,69,90,2
0,0,0,0,0,1,0,35,472,2566,137,107,123.5,4
0,1,0,0,0,1,0,74,1184,2212,116,70,95.75,4
1,0,0,0,1,0,0,88,1361,2490,113,73,96.57142857,7
0,1,0,1,0,1,0,30,1250,2568,101,34,72.5,8
0,0,0,0,0,1,0,76,810,810,80,80,80,1
1,0,0,0,0,1,0,22,975,2720,102,50,79.33333333,6
0,0,0,0,0,1,0,50,1049,1049,71,71,71,1
0,1,0,0,0,1,0,62,745,2626,129,86,101,9
0,0,0,0,0,1,0,26,525,2117,119,85,99.16666667,6
0,0,0,1,0,1,0,101,1693,2752,110,77,93,7
0,0,0,1,0,1,0,69,343,2729,116,85,98.5,8
0,1,0,0,0,1,0,61,636,2569,102,67,79,6
0,1,0,0,0,0,1,69,479,1691,103,60,81.16666667,6
0,0,1,0,0,1,0,60,685,2539,127,91,104.7142857,7
0,1,0,1,0,1,0,30,1132,2665,113,71,91.90909091,11
0,0,0,1,0,1,0,61,1451,2542,130,85,109,5
0,1,0,0,1,0,0,33,228,2702,101,66,83.57142857,7
0,0,0,0,0,1,0,38,477,2263,135,45,85.2,5
0,0,0,0,0,1,0,31,870,2760,134,57,89.83333333,12
0,0,0,0,0,1,0,24,214,214,123,123,123,1
0,0,0,0,0,1,0,61,1053,2320,98,68,80,3
0,0,0,1,0,1,0,52,473,1487,90,49,75.5,4
0,0,0,0,1,0,0,75,1002,2760,103,63,83,7
0,0,0,0,0,1,0,84,1308,2556,135,61,97.33333333,3
0,1,0,0,1,0,0,39,751,2609,105,32,69.75,4
0,1,0,0,0,1,0,29,459,2680,122,37,73.25,8
0,1,0,1,0,1,0,26,1098,2108,125,66,89.66666667,6
0,1,1,0,0,1,0,45,753,2659,151,73,116.6,5
0,1,0,0,0,1,0,62,727,2189,106,69,87,3
0,1,1,0,1,0,0,63,403,2611,98,72,87.9,10
0,0,1,0,0,1,0,67,749,2529,100,70,84.5,4
0,1,0,1,1,0,0,41,954,2719,114,80,97.66666667,6
0,0,0,0,0,1,0,61,787,2109,91,62,76.8,5
0,1,0,0,0,1,0,63,875,875,68,68,68,1
0,1,0,1,0,1,0,26,810,2708,131,75,96,8
0,1,0,1,0,1,0,71,386,2165,97,52,77.66666667,3
0,1,0,0,1,0,0,51,437,2027,122,55,78.30769231,13
0,0,0,1,1,0,0,66,1120,2168,74,51,64,3
0,1,0,0,1,0,0,45,254,2584,150,79,107.8571429,7
0,0,0,0,0,0,1,51,656,2287,130,84,103,6
0,1,0,0,1,0,0,41,989,2088,85,55,76.33333333,6
0,0,1,0,1,0,0,42,1250,2330,118,39,89.16666667,6
0,0,0,0,0,1,0,41,1194,2610,121,71,92,5
1,1,0,0,1,0,0,56,285,2606,141,94,106.2,5
0,0,0,1,0,1,0,31,1107,2353,124,44,86,4
0,1,0,0,0,1,0,90,1171,2577,74,71,72.5,2
0,1,0,0,1,0,0,59,740,2555,140,45,89.28571429,7
0,1,0,0,0,1,0,48,574,2021,114,65,88.75,4
0,0,0,1,1,0,0,50,806,2767,136,75,101.6666667,6
0,0,0,0,0,1,0,59,503,2405,109,97,103,4
1,0,0,1,0,0,1,81,179,179,104,104,104,1
0,1,0,0,0,1,0,57,761,2356,112,55,94.83333333,6
0,0,0,0,0,1,0,30,633,633,91,91,91,1
0,1,1,0,0,1,0,44,481,2590,123,26,86.46153846,13
0,1,1,0,0,1,0,51,1110,2694,112,72,85.125,8
0,0,0,0,0,1,0,60,305,2259,75,45,64.33333333,6
0,0,0,0,0,1,0,58,420,2119,76,75,75.5,2
0,1,0,0,0,1,0,60,836,2208,140,101,115.75,4
0,1,0,0,0,1,0,67,951,2521,110,48,73.11111111,9
0,1,0,0,0,1,0,32,1196,2722,130,71,95.5,6
0,1,0,1,1,0,0,70,1369,2683,129,29,90.5,8
0,1,0,0,1,0,0,56,960,1797,115,75,95,2
0,1,1,0,1,0,0,68,557,557,96,96,96,1
0,0,0,0,0,1,0,70,678,2754,102,47,74.8,10
0,1,0,1,0,1,0,68,896,2404,116,69,90.5,6
0,1,1,0,0,0,1,48,1147,2342,134,96,113.2857143,7
0,0,0,0,0,1,0,36,317,2736,109,64,81.42857143,7
0,1,0,0,1,0,0,60,748,748,93,93,93,1
0,0,0,0,1,0,0,78,727,1983,138,68,97.83333333,6
0,1,1,0,1,0,0,19,1029,2579,111,30,83.71428571,7
0,0,0,0,0,1,0,77,326,2674,141,110,125.5,2
0,0,1,0,0,0,1,48,832,1985,99,78,88.5,2
0,1,0,1,1,0,0,56,642,2383,107,57,81.5,6
0,1,1,0,1,0,0,64,416,2692,88,49,67.5,4
0,0,0,0,1,0,0,58,1099,2433,115,49,78.625,8
0,0,0,0,1,0,0,60,745,2599,114,71,89.8,5
0,1,0,0,0,1,0,29,536,2438,142,65,92.125,8
0,1,0,1,1,0,0,42,923,2172,109,77,93.66666667,3
0,1,1,0,0,1,0,38,1469,2554,112,93,103.5,4
0,0,0,0,0,0,1,49,903,2744,119,61,88.28571429,7
0,0,0,0,0,1,0,51,1259,2620,129,57,88,9
0,0,0,1,1,0,0,40,523,2516,115,63,90.66666667,3
0,1,0,0,0,1,0,60,1027,1616,71,64,67.66666667,3
0,0,0,0,0,1,0,50,678,2463,111,48,70.77777778,9
0,1,1,0,0,0,1,59,740,740,87,87,87,1
0,0,0,0,1,0,0,78,888,1942,57,6,38.66666667,3
0,1,0,1,0,0,1,58,580,2732,111,55,83.2,5
0,0,0,0,1,0,0,94,1101,1756,97,77,85.66666667,3
0,0,0,0,1,0,0,66,751,2675,105,59,76.66666667,6
0,1,0,1,0,0,1,48,665,2526,113,53,78.2,5
0,0,0,1,0,1,0,54,1327,2276,92,83,87.5,2
0,1,0,0,0,1,0,49,943,2735,129,68,98.4375,16
0,1,0,0,1,0,0,39,1047,1079,117,50,83.5,2
0,1,0,1,1,0,0,69,494,2188,120,48,77.66666667,9
0,1,0,0,1,0,0,60,487,487,68,68,68,1
0,0,0,0,1,0,0,53,211,2550,117,72,99.71428571,7
0,1,0,0,0,1,0,69,450,450,107,107,107,1
0,1,0,1,0,1,0,56,446,2630,107,52,77.14285714,7
0,1,0,0,0,0,1,51,1333,2598,128,56,104.7777778,9
0,1,0,1,0,1,0,24,1248,2051,131,49,81.71428571,7
0,1,0,0,1,0,0,57,375,1684,111,101,105.6666667,3
0,0,0,0,0,1,0,28,614,2592,109,105,107,2
0,1,0,0,0,1,0,59,219,2341,126,52,85.7,10
0,1,0,0,0,1,0,59,1321,2310,121,77,97.125,8
0,0,0,1,0,0,1,35,438,1860,89,53,65.66666667,6
0,1,0,0,0,1,0,35,711,2241,93,89,91,2
0,1,0,0,0,1,0,73,1085,2410,139,66,102.8,10
0,1,0,1,0,1,0,62,703,2743,121,84,103.5714286,7
1,1,0,0,0,1,0,62,553,2749,142,75,109.1428571,7
0,0,1,0,1,0,0,83,802,2751,121,87,105,5
0,0,0,0,1,0,0,35,612,2581,104,85,95.16666667,6
0,1,0,1,1,0,0,50,585,2133,88,81,84,3
0,0,0,0,0,0,1,51,1198,2468,128,77,102.875,8
0,1,1,0,0,0,1,57,404,2014,127,68,100.2727273,11
0,1,0,0,1,0,0,26,898,2200,106,56,87.5,4
0,1,0,0,0,1,0,50,1275,2222,132,66,99,6
0,1,0,0,1,0,0,54,951,2328,134,65,97.16666667,6
0,1,0,0,0,1,0,61,132,2765,104,58,79.22222222,9
0,1,0,0,0,1,0,44,568,855,109,85,97,2
0,0,1,0,0,1,0,54,235,1453,111,72,84.25,4
0,0,1,0,0,1,0,82,774,774,99,99,99,1
0,0,0,0,1,0,0,59,1309,2235,130,98,114,2
1,1,0,0,0,1,0,42,582,2601,128,94,111.6,10
0,1,0,0,1,0,0,58,785,2330,106,36,83.2,5
0,1,0,0,0,1,0,44,1282,2672,109,71,86.85714286,7
0,0,0,0,1,0,0,57,770,2185,97,79,88,2
0,1,0,1,0,1,0,60,301,301,77,77,77,1
0,1,0,0,1,0,0,78,65,2136,89,20,54.4,5
0,1,0,0,0,1,0,60,881,881,50,50,50,1
0,1,0,1,0,1,0,71,864,2385,108,44,79.33333333,6
0,0,0,0,1,0,0,45,507,2451,99,36,69,8
0,1,0,0,0,1,0,60,290,2230,100,66,84.18181818,11
0,1,0,1,1,0,0,98,1251,1251,116,116,116,1
0,1,0,0,0,1,0,61,703,2585,119,76,98.5,8
0,0,0,0,0,1,0,89,1358,1659,96,65,80.5,2
0,0,0,0,0,1,0,54,553,2049,100,34,72.22222222,9
0,0,0,1,0,1,0,60,492,2432,138,38,94.91666667,12
0,0,0,0,0,1,0,70,1787,1787,80,80,80,1
0,0,0,1,0,1,0,78,1002,2595,110,37,86.5,6
0,1,0,0,0,0,1,56,1019,2184,94,73,84.66666667,9
0,0,0,0,0,1,0,48,1105,2138,74,66,70,2
0,1,0,0,1,0,0,94,406,1928,121,56,78.71428571,7
0,1,0,0,1,0,0,31,904,904,73,73,73,1
0,0,0,1,1,0,0,97,643,2725,146,65,103.1666667,6
0,1,0,0,0,1,0,44,1063,1890,128,83,100,3
0,1,0,0,1,0,0,56,590,2044,117,78,93.5,4
0,0,0,0,1,0,0,79,936,2707,119,53,84,9
0,0,0,0,1,0,0,41,658,2605,112,53,83.25,8
0,1,0,0,0,1,0,44,824,2305,101,46,70.5,6
0,0,1,0,0,1,0,48,1040,1040,57,57,57,1
0,0,1,0,0,1,0,41,856,2212,112,41,83.66666667,3
0,1,0,0,1,0,0,47,684,2268,112,60,85,6
0,1,0,0,1,0,0,50,970,2396,100,54,81.14285714,7
0,1,0,0,1,0,0,61,1106,2723,85,62,76.25,4
0,0,1,0,0,0,1,24,868,868,56,56,56,1
0,0,0,0,0,0,1,60,690,2218,110,89,101,4
0,1,0,1,0,1,0,55,1210,1904,119,68,86.5,4
0,1,0,1,1,0,0,77,210,2402,103,28,73.16666667,6
0,1,0,0,0,1,0,48,554,1903,157,47,93,3
0,0,1,0,0,1,0,38,709,2737,122,88,105,2
0,1,0,0,0,1,0,46,1171,2763,132,64,102.25,4
0,0,0,1,1,0,0,55,765,2757,138,72,103.6666667,9
1,1,0,0,0,1,0,42,1246,2681,136,87,110.3636364,11
0,1,0,1,0,1,0,77,668,668,98,98,98,1
0,0,0,0,1,0,0,69,1001,1644,97,96,96.5,2
0,0,0,0,1,0,0,66,250,1858,123,70,89.75,4
0,0,0,1,0,1,0,55,493,1893,104,64,83,3
0,0,0,0,1,0,0,29,675,2751,87,61,74.33333333,6
0,0,0,1,0,1,0,109,853,853,86,86,86,1
0,0,0,1,1,0,0,94,597,2700,115,39,82,5
0,0,1,0,1,0,0,28,556,2751,96,57,82.2,5
0,0,0,0,1,0,0,82,968,968,83,83,83,1
0,0,0,0,0,1,0,86,730,2470,139,109,124,2
0,1,0,0,0,1,0,60,1259,2718,114,75,96.8,10
0,1,0,0,0,1,0,81,644,644,76,76,76,1
0,0,0,0,1,0,0,69,286,2539,93,31,65,7
0,0,0,0,0,1,0,61,1178,1326,111,93,100.3333333,3
0,0,1,0,0,1,0,45,870,2248,132,68,94.3,10
0,0,0,1,1,0,0,41,254,2622,109,62,85.2,10
0,1,0,1,1,0,0,34,1289,2143,95,65,75.5,4
0,1,0,0,0,1,0,49,799,2281,120,72,97.14285714,7
0,1,0,0,0,1,0,28,848,2750,112,78,91,3
1,1,0,0,0,1,0,60,666,2373,119,74,106.2857143,7
0,0,0,0,0,0,1,61,833,1711,103,56,77.66666667,3
0,0,0,0,1,0,0,46,977,2410,119,53,88,8
0,0,1,0,0,1,0,40,1334,2024,112,56,80,3
0,0,0,0,1,0,0,80,617,2762,129,83,114.5,6
1,0,0,0,0,1,0,69,1091,2576,104,76,94.5,6
0,0,1,0,0,1,0,26,337,2607,123,105,114,2
0,0,0,0,1,0,0,36,267,2682,131,92,110.1111111,9
0,0,1,0,1,0,0,30,652,2769,184,64,114.6666667,6
0,0,0,0,0,1,0,71,739,2324,118,58,91,6
0,0,0,0,0,1,0,30,167,2297,131,44,80.26666667,15
0,0,0,0,0,1,0,57,1112,2707,116,75,95.5,8
0,0,0,0,1,0,0,54,706,2703,101,23,65.57142857,7
0,1,1,0,0,1,0,51,655,2763,120,65,83.75,12
0,1,0,0,0,1,0,60,314,314,96,96,96,1
0,0,0,0,0,1,0,67,538,2609,123,56,83.5,8
0,0,0,0,0,0,1,34,1796,2564,152,84,103.8333333,6
0,1,0,0,1,0,0,27,232,2738,141,93,109.6,5
0,1,0,0,1,0,0,20,202,2679,144,71,114.1666667,6
0,0,0,0,0,0,1,55,1112,2446,143,89,117,8
0,0,0,0,0,1,0,54,918,918,75,75,75,1
0,0,0,0,0,1,0,23,573,2670,135,60,92.2,10
0,1,0,0,1,0,0,62,594,1091,121,99,110,2
0,0,0,0,0,1,0,60,1046,1055,109,102,105.5,2
0,1,1,0,0,0,1,47,902,2163,75,68,72.33333333,3
0,1,0,0,1,0,0,60,371,371,104,104,104,1
0,0,1,0,0,1,0,55,588,2614,103,81,92.25,4
0,0,0,0,0,1,0,56,641,1740,116,58,85.66666667,3
0,0,0,0,1,0,0,79,975,1681,117,101,106.6666667,3
0,0,0,1,0,1,0,58,595,595,88,88,88,1
0,1,0,0,0,1,0,48,443,443,133,133,133,1
0,1,0,0,1,0,0,60,712,712,91,91,91,1
0,1,0,0,1,0,0,21,461,2341,109,87,96,7
0,0,0,0,0,1,0,55,533,1457,91,56,78,3
0,1,0,0,0,1,0,75,700,1297,92,65,78.5,2
0,0,1,0,0,1,0,43,649,2244,125,61,86.6,5
0,0,0,0,0,1,0,30,1065,1065,89,89,89,1
0,0,0,0,0,1,0,69,736,736,73,73,73,1
0,1,0,0,1,0,0,82,1024,2752,108,79,97.42857143,7
0,0,0,0,0,1,0,81,640,2610,140,111,123.5,4
0,0,0,0,1,0,0,46,721,1781,116,81,102.3333333,3
0,0,0,0,0,0,1,35,669,2459,82,50,70,7
0,1,0,0,0,1,0,27,1041,2464,115,50,81.875,8
0,1,0,1,1,0,0,63,70,2527,126,76,107.2727273,11
0,0,0,1,0,1,0,69,1291,1292,66,60,63,2
0,0,0,0,1,0,0,61,1089,1935,118,57,89.25,8
0,0,0,0,0,1,0,67,211,2764,118,61,91.55555556,9
0,1,0,0,1,0,0,53,1081,2479,87,38,71.5,8
0,1,0,0,0,0,1,106,1107,2654,122,60,83.375,8
0,1,1,0,0,1,0,92,380,2673,132,68,94,6
1,0,1,0,1,0,0,64,760,2328,123,56,78.25,8
0,1,0,1,0,0,1,51,980,2461,145,80,112.5,2
0,1,0,0,0,1,0,45,600,1605,115,53,83.33333333,3
0,0,0,0,1,0,0,60,1024,2732,77,51,67.33333333,3
0,0,0,0,0,0,1,59,430,1957,122,86,100.75,4
0,0,1,0,0,1,0,70,66,1805,117,78,92.16666667,6
0,0,0,0,0,0,1,57,721,2430,112,81,93.6,5
0,0,0,0,1,0,0,56,694,1674,101,71,84.33333333,3
0,0,0,1,0,1,0,48,602,2658,69,46,63,6
0,0,0,0,1,0,0,98,1438,1438,121,121,121,1
0,1,0,0,0,1,0,45,648,1876,101,67,85.71428571,7
0,1,0,0,1,0,0,63,515,2516,138,69,105,5
1,1,0,1,0,1,0,54,611,2424,136,91,114.6666667,3
0,1,0,0,0,1,0,51,211,211,71,71,71,1
0,0,0,0,0,1,0,57,818,2701,117,62,88,8
0,1,1,0,0,1,0,77,977,2336,81,34,59.6,5
0,0,0,0,0,1,0,62,371,2628,135,69,85.66666667,9
0,1,1,0,0,1,0,34,204,2344,76,50,65.6,5
0,1,1,0,1,0,0,51,392,2694,124,44,94.8,5
0,0,0,0,0,1,0,57,656,2610,132,96,118.6666667,6
1,0,0,0,1,0,0,83,786,2740,120,78,95.66666667,9
0,1,0,0,0,1,0,68,629,2216,112,57,77,9
0,1,0,0,1,0,0,55,973,973,63,63,63,1
0,1,0,0,0,1,0,48,644,2173,115,50,81,8
0,1,0,1,0,1,0,77,1212,1212,96,96,96,1
0,1,0,0,1,0,0,36,1158,1158,89,89,89,1
0,0,0,1,0,1,0,47,677,2618,100,69,83,4
0,1,0,1,0,0,1,31,841,2701,106,42,76.66666667,9
0,0,0,0,0,1,0,60,859,1701,97,92,94.5,2
0,1,0,0,0,0,1,49,462,2731,112,66,86.6,5
0,1,0,1,0,1,0,46,397,458,127,105,116,2
0,0,0,0,0,1,0,27,586,2458,125,76,99.28571429,7
0,0,0,0,1,0,0,73,716,2569,120,63,91.375,8
0,0,0,1,0,1,0,62,986,1261,91,43,62.66666667,3
0,0,0,0,0,1,0,31,1467,2615,100,33,75.23076923,13
1,1,0,0,0,1,0,48,584,2705,127,75,102.4,10
0,0,0,0,0,1,0,102,887,2714,94,56,71.625,8
0,0,0,0,1,0,0,35,1135,2765,123,56,86.66666667,6
0,0,0,0,0,0,1,62,923,2106,110,30,77.4,5
0,0,0,0,0,1,0,39,912,2687,104,52,74.11111111,9
1,1,0,1,0,1,0,41,611,2508,121,84,100.5,4
0,0,0,0,0,1,0,57,277,2711,102,59,82.57142857,7
0,1,0,1,1,0,0,69,354,2327,140,112,119.8333333,6
0,0,0,1,1,0,0,19,587,587,84,84,84,1
0,1,0,0,0,1,0,51,895,2604,109,51,84.5,6
0,1,1,0,0,1,0,86,646,2725,122,45,87.2,10
0,1,0,1,0,1,0,52,710,2263,112,80,94.8,5
0,0,0,0,0,1,0,46,1006,2541,148,38,93.25,8
0,0,1,0,0,1,0,68,555,1634,78,57,71,5
0,1,0,0,1,0,0,70,491,2497,153,105,131.2,5
0,1,1,0,1,0,0,52,1068,1068,109,109,109,1
0,1,0,1,0,1,0,35,232,2545,111,74,97.66666667,3
0,1,0,1,0,1,0,34,880,2056,137,99,115.6,5
0,1,0,0,0,1,0,39,901,1325,101,77,88.33333333,3
0,1,0,0,0,1,0,66,78,2411,114,75,91.25,4
0,1,0,0,1,0,0,68,393,2622,125,58,94.77777778,9
0,0,0,0,0,0,1,83,620,2748,88,58,70.66666667,3
0,0,0,0,0,1,0,45,725,2491,98,93,95.5,2
0,1,0,1,0,1,0,44,1044,2671,101,74,86.5,6
0,0,0,0,0,1,0,71,676,2704,118,80,97.25,8
0,0,0,0,1,0,0,60,783,2250,124,100,110.3333333,3
0,0,0,0,0,1,0,76,537,2749,136,72,111,8
0,0,0,0,0,1,0,44,861,2218,109,79,91.25,4
0,0,0,0,0,1,0,23,893,2404,96,49,67,9
0,1,0,1,1,0,0,54,346,2760,123,37,74.66666667,6
0,0,0,0,0,1,0,28,173,1727,106,84,95,2
0,1,0,0,0,1,0,56,704,2168,134,90,102.25,4
0,1,0,1,1,0,0,35,1632,2702,112,57,73.71428571,7
0,0,0,0,1,0,0,51,650,2607,105,52,77.4,5
0,1,0,0,0,1,0,28,916,2519,82,58,74.2,5
0,1,0,0,0,1,0,61,641,2535,116,82,98,5
0,1,0,0,0,1,0,42,1158,1158,89,89,89,1
0,1,0,1,1,0,0,68,1294,2701,133,68,103,10
0,1,1,0,0,0,1,43,1123,2130,117,68,95.6,5
0,1,0,0,0,0,1,77,919,2517,116,89,103.6666667,3
0,1,0,0,0,1,0,49,892,2313,95,60,84.75,8
0,1,0,0,0,1,0,85,822,2170,92,61,80.75,4
0,0,1,0,0,1,0,46,907,2614,132,91,114,7
0,1,0,0,0,1,0,56,399,2767,127,61,88.5,4
0,0,0,0,1,0,0,73,1054,2694,107,58,83,9
0,0,0,0,1,0,0,36,891,2747,106,47,76,12
0,0,1,0,0,1,0,52,939,2446,126,58,94.6,5
0,0,0,1,0,0,1,44,301,2438,93,45,68.5,6
0,1,0,0,1,0,0,27,1044,2749,112,71,96,8
0,1,1,0,0,1,0,73,847,2631,114,68,90.88888889,9
0,0,1,0,0,1,0,55,354,2392,125,70,100.8,5
0,0,0,0,1,0,0,38,109,2551,108,54,88.16666667,6
0,0,0,1,0,0,1,73,701,1902,104,77,92,4
0,0,0,0,0,1,0,25,655,2533,101,68,87.28571429,7
0,1,1,0,0,1,0,43,723,2541,108,46,81.1,10
0,1,0,0,1,0,0,51,959,2287,118,83,105.25,4
0,0,0,1,1,0,0,81,370,1663,133,62,97.5,2
0,0,0,0,0,1,0,74,714,1671,62,30,49,3
0,1,0,1,1,0,0,42,629,2454,106,59,87.57142857,7
0,0,0,0,0,1,0,31,538,2613,97,80,85.4,5
0,1,1,0,0,1,0,77,490,2547,131,81,103.2857143,7
0,0,0,0,0,0,1,89,1597,2111,116,106,110,3
1,1,1,0,0,1,0,33,561,2006,112,45,79.8,10
0,0,0,0,1,0,0,42,704,2433,115,75,97.66666667,6
0,0,1,0,1,0,0,49,706,2623,159,83,115.2222222,9
0,1,0,0,1,0,0,77,604,2489,118,38,88.14285714,7
0,0,0,0,0,1,0,24,853,853,95,95,95,1
0,0,1,0,1,0,0,63,705,705,91,91,91,1
0,0,0,0,0,1,0,34,515,2258,110,63,93.4,5
0,0,0,0,1,0,0,41,647,2742,102,76,91,5
0,0,0,0,1,0,0,53,697,2743,108,69,89.2,5
0,1,0,1,1,0,0,68,815,2383,113,64,91.25,8
0,1,0,0,1,0,0,60,628,1190,112,56,91.33333333,3
0,1,0,1,1,0,0,39,414,2730,70,64,66,3
0,0,0,1,1,0,0,63,929,2648,109,95,103.5,6
0,1,0,1,0,1,0,63,534,534,96,96,96,1
0,0,0,0,1,0,0,39,134,2077,103,40,80.2,5
0,1,0,0,0,1,0,34,875,2762,112,48,94.66666667,6
0,1,0,0,0,1,0,59,676,676,103,103,103,1
0,1,0,0,0,0,1,40,670,2367,105,87,93,3
0,0,0,0,1,0,0,47,858,2431,103,49,82.88888889,9
0,0,0,1,0,0,1,68,757,2555,149,70,98.375,8
0,1,0,0,0,1,0,77,773,773,119,119,119,1
0,0,1,0,0,1,0,66,677,2732,112,67,89.5,14
0,1,1,0,1,0,0,49,1034,2632,142,87,110,4
0,1,0,0,0,1,0,36,1002,2657,100,45,81,6
0,0,0,0,0,1,0,60,160,1838,103,69,87.33333333,3
0,1,1,0,0,1,0,71,1109,1500,104,90,94.66666667,3
0,1,1,0,0,1,0,56,588,1367,131,66,100.6666667,3
0,0,0,0,1,0,0,59,935,1891,121,71,91,5
0,1,0,0,1,0,0,39,540,2740,93,69,80.5,6
0,1,0,0,1,0,0,77,1432,1432,99,99,99,1
0,0,0,0,0,1,0,77,764,2543,130,68,98.28571429,7
0,1,1,0,1,0,0,26,1396,1898,122,57,89.5,2
0,1,0,0,0,1,0,54,985,2335,116,72,100,6
0,0,0,1,0,1,0,25,282,282,126,126,126,1
0,0,1,0,1,0,0,22,1320,2305,133,114,124.75,4
0,0,1,0,1,0,0,71,350,2481,122,76,99.25,8
0,1,0,0,0,1,0,41,732,1848,85,82,83.5,2
0,0,0,0,1,0,0,33,906,2020,128,84,102,6
1,1,1,0,1,0,0,45,878,2137,121,86,98.16666667,6
0,0,0,0,0,1,0,55,736,2121,157,74,114.5454545,11
0,0,0,0,1,0,0,37,927,2448,98,63,76.85714286,7
0,0,0,0,0,1,0,69,1006,1821,119,67,94.33333333,3
1,0,0,0,0,0,1,64,1389,2746,125,66,93.66666667,6
0,0,1,0,0,1,0,58,1100,2671,140,51,95.375,8
1,0,0,0,0,0,1,60,831,2121,115,88,102.3333333,3
0,0,0,0,0,1,0,22,1102,2761,127,61,94,6
1,0,0,1,0,1,0,55,947,1488,121,117,119,2
0,0,0,0,0,0,1,50,556,1185,120,104,110.25,4
0,0,0,0,1,0,0,45,195,1946,120,67,93.66666667,3
0,0,0,0,0,0,1,97,1573,2418,100,92,95.66666667,3
0,1,0,0,0,1,0,40,913,2368,114,79,94.66666667,3
0,0,0,0,0,1,0,58,102,2509,104,56,80.5,4
0,0,0,1,0,1,0,63,708,1150,97,42,79,4
0,1,0,0,0,1,0,56,250,2397,117,72,87.2,5
0,0,1,0,0,1,0,66,667,2603,120,101,106.4,5
0,0,0,1,0,1,0,33,850,2735,108,88,95.33333333,3
0,1,0,1,1,0,0,40,867,867,69,69,69,1
0,1,0,0,0,0,1,60,552,767,72,46,59,2
0,1,0,1,0,1,0,68,643,2698,140,85,105,3
0,1,1,0,0,1,0,48,825,2705,117,91,105.5,4
